id	title	tags	category	file
Io2v8J9Ezww	Skrub af Jokes" with Carsten Lützen	energizer,closing,dad-jokes,meeting-close,humor,positive-ending,facilitation-trick	Energizer	videos/carsten-lutzen/CL_328_skrub-af-jokes-with-carsten-lützen.md
R6-CvBUr-Fc	\"Optimums\" with Carsten Lützen	local-optimum,global-optimum,taboo-search,tuckman-model,team-performance,continuous-improvement,heuristics	Concept	videos/carsten-lutzen/CL_329_optimums-with-carsten-lützen.md
TSGHtmdMZTg	2 truths and 1 lie" with Carsten Lützen	two-truths-one-lie,icebreaker,energizer,get-to-know,warm-up,team-building,facilitation	Energizer	videos/carsten-lutzen/CL_330_2-truths-and-1-lie-with-carsten-lützen.md
ZPsMxA27mOw	\"Positive Energizer\" with Carsten Lützen	energizer,positive-priming,icebreaker,team-bonding,pride,appreciation,virtual	Energizer	videos/carsten-lutzen/CL_331_positive-energizer-with-carsten-lützen.md
ONVYV_S_FQY	\"Open Space\" with Carsten Lützen	open-space,open-space-technology,participatory,agenda-setting,self-organization,workshop-design,liberating-structures	Facilitation Method	videos/carsten-lutzen/CL_332_open-space-with-carsten-lützen.md
oGRIGhn6sC8	Nine Whys" with Carsten Lützen	nine-whys,liberating-structures,purpose,meaning,motivation,pairs,interview	Facilitation Method	videos/carsten-lutzen/CL_333_nine-whys-with-carsten-lützen.md
s0x094D9Mqw	\"What I Need From You\" with Carsten Lützen	liberating-structures,winfy,what-i-need-from-you,dependencies,cross-team,product-teams,1-2-4-all	Facilitation Method	videos/carsten-lutzen/CL_334_what-i-need-from-you-with-carsten-lützen.md
cVw92SoAvNc	\"Draw-along\" with Carsten Lützen	visual-facilitation,drawing,graphical-facilitation,sketch-noting,workshop-materials,self-introduction,role-posters	Facilitator Craft	videos/carsten-lutzen/CL_335_draw-along-with-carsten-lützen.md
Cd3cMsRMIhc	\"Drawing Emotions\" with Carsten Lützen	visual-facilitation,graphic-facilitation,drawing,emotions,stick-figures,facilitation-tools,visual-language	Facilitator Craft	videos/carsten-lutzen/CL_336_drawing-emotions-with-carsten-lützen.md
9T_RhkGIT1o	\"Arrows\" with Carsten Lützen	visual-facilitation,drawing,arrows,marker-techniques,graphic-facilitation,flipchart,3d-effects	Facilitator Craft	videos/carsten-lutzen/CL_337_arrows-with-carsten-lützen.md
yRtNXIbKqWs	Faces" with Carsten Lützen	visual-facilitation,flip-chart,drawing,faces,markers,sketching,facilitation-tools	Facilitator Craft	videos/carsten-lutzen/CL_338_faces-with-carsten-lützen.md
AdunzpGUozA	\"Evaluation\" with Carsten Lützen	evaluation,session-feedback,4l-retrospective,fist-of-five,facilitation,workshop-design,online-facilitation	Facilitation Method	videos/carsten-lutzen/CL_339_evaluation-with-carsten-lützen.md
FsgINQy5OtM	\"Facts & Myths\" with Carsten Lützen	facts-and-myths,mythbusters,knowledge-check,reflection,sticky-notes,group-exercise,learning	Facilitation Method	videos/carsten-lutzen/CL_340_facts-myths-with-carsten-lützen.md
8DPQaggreDE	\"Pancakes\" with Carsten Lützen	energizer,icebreaker,remote,online-facilitation,pancakes,fun,food	Energizer	videos/carsten-lutzen/CL_341_pancakes-with-carsten-lützen.md
qktdywDLHk0	\"Emergency Brake\" with Carsten Lützen	emergency-brake,facilitation,timeboxing,conflict-management,group-dynamics,session-management,ownership	Facilitation Method	videos/carsten-lutzen/CL_342_emergency-brake-with-carsten-lützen.md
qFRoY2ixLes	\"Quiz\" with Carsten Lützen	quiz,energizer,icebreaker,team-building,get-to-know,onboarding,remote-friendly	Energizer	videos/carsten-lutzen/CL_343_quiz-with-carsten-lützen.md
mmEnPBtlrYw	\"Best Hopes\" with Carsten Lützen	best-hopes,expectation-alignment,solution-focused,opening-exercise,workshop-design,meeting-facilitation,coaching	Facilitation Method	videos/carsten-lutzen/CL_344_best-hopes-with-carsten-lützen.md
8UCw7GntXCw	\"Drawing Together\" with Carsten Lützen	drawing-together,liberating-structures,visual-facilitation,metaphor,sensemaking,workshop-design,team-reflection	Facilitation Method	videos/carsten-lutzen/CL_345_drawing-together-with-carsten-lützen.md
I0tx_qnrYEI	\"Crazy 8\" with Carsten Lützen	crazy-eights,rapid-ideation,design-sprint,google-design-sprint,brainstorming,divergent-thinking,double-diamond	Facilitation Method	videos/carsten-lutzen/CL_346_crazy-8-with-carsten-lützen.md
TJUV1SyR69c	\"Agile in a Nutshell Poster\" with Carsten Lützen	agile,agile-in-a-nutshell,dandy-people,agile-manifesto,waterfall,cynefin,agile-onion	Agile & Product	videos/carsten-lutzen/CL_347_agile-in-a-nutshell-poster-with-carsten-lützen.md
QTBMDcjjaIg	\"Team Discussions\" with Carsten Lützen	zombie-scrum,agile-principles,prioritization,team-discussion,facilitation,two-dimensional-mapping,effort-importance-matrix	Facilitation Method	videos/carsten-lutzen/CL_348_team-discussions-with-carsten-lützen.md
0e9ZWu4nX-o	\"Counting\" with Carsten Lützen	energizer,counting,movement,physical,icebreaker,multilingual,post-lunch	Energizer	videos/carsten-lutzen/CL_349_counting-with-carsten-lützen.md
HSCx8etynNw	Powerful Questions Part 2	powerful-questions,retrospective,facilitation,reflection,card-deck,zombie-scrum,liberating-structures	Facilitation Method	videos/carsten-lutzen/CL_350_powerful-questions-part-2-with-carsten-lützen.md
yiN-vOsApFM	\"Delay Display\" with Carsten Lützen	delay-display,retrospective,stage-setting,team-mood,train-metaphor,post-its,online-friendly	Retro Format	videos/carsten-lutzen/CL_351_delay-display-with-carsten-lützen.md
5fYYhZ8H-OY	\"Retro Dart\" with Carsten Lützen	retro-dart,retrospective,retrospective-evaluation,psychological-safety,team-reflection,facilitation,scrum	Retro Format	videos/carsten-lutzen/CL_352_retro-dart-with-carsten-lützen.md
per7AdN-a3Y	\"User Manual to Me\" with Carsten Lützen	user-manual,team-building,self-reflection,working-preferences,communication,onboarding,icebreaker	Facilitation Method	videos/carsten-lutzen/CL_353_user-manual-to-me-with-carsten-lützen.md
Iu6NYS9t3MA	\"Background Check\" with Carsten Lützen	icebreaker,energizer,online-facilitation,remote-teams,virtual-workshop,background-check,camera	Energizer	videos/carsten-lutzen/CL_354_background-check-with-carsten-lützen.md
G_NWoKv2nCA	\"Resource Detective\" with Carsten Lützen	resource-detective,coaching,feedback,peer-coaching,resource-gossip,conversation-skills,trio-exercise	Coaching Technique	videos/carsten-lutzen/CL_355_resource-detective-with-carsten-lützen.md
Xtvutd9t2HI	\"The Agile Manifesto\" with Carsten Lützen.	agile-manifesto,agile-values,scrum,waterfall,software-development,agile-coaching,working-software	Concept	videos/carsten-lutzen/CL_356_the-agile-manifesto-with-carsten-lützen.md
I6NArTLq9gs	\"Permission Tokens\" with Carsten Lützen	permission-tokens,team-autonomy,zombie-scrum,visualization,sprint,bottleneck,continuous-improvement	Agile & Product	videos/carsten-lutzen/CL_357_permission-tokens-with-carsten-lützen.md
QrpxRHTG318	\"Reframing\" with Carsten Lützen	reframing,perspective-taking,coaching-technique,retrospective,conflict,solution-focus,undercover-boss	Coaching Technique	videos/carsten-lutzen/CL_358_reframing-with-carsten-lützen.md
8i9zQwOmYPg	Structure of a Coaching Conversation" with Carsten Lützen	coaching-conversation,solution-focused,coaching-agreement,preferred-future,first-signs-of-progress,confidentiality,group-coaching	Coaching Technique	videos/carsten-lutzen/CL_359_structure-of-a-coaching-conversation-with-carsten-lützen.md
9cMAjCr9jS8	\"Double Diamond\" with Carsten Lützen	double-diamond,workshop-design,retrospective,facilitation,problem-framing,diverge-converge,dot-voting	Concept	videos/carsten-lutzen/CL_360_double-diamond-with-carsten-lützen.md
I27aE8IufIc	\"Would You Rather\" with Carsten Lützen	would-you-rather,icebreaker,energizer,online-facilitation,warmup,team-building,dilemma	Energizer	videos/carsten-lutzen/CL_361_would-you-rather-with-carsten-lützen.md
xH-hZqKuITQ	Resource Gossip" with Carsten Lützen	resource-gossip,onboarding,new-team-member,expectations,team-dynamics,circle-exercise,facilitation	Facilitation Method	videos/carsten-lutzen/CL_362_resource-gossip-with-carsten-lützen.md
XhCQ3NfQQSk	\"Spot the Elephant\" with Carsten Lützen	spot-the-elephant,retrospective,psychological-safety,team-health,anonymous-voting,elephant-in-the-room,team-temperature	Retro Format	videos/carsten-lutzen/CL_363_spot-the-elephant-with-carsten-lützen.md
ucFvtpPSNIM	\"Powerful Questions\" with Carsten Lützen	powerful-questions,coaching,facilitation,silence,perspective-shift,curiosity,scrum-master	Coaching Technique	videos/carsten-lutzen/CL_364_powerful-questions-with-carsten-lützen.md
qkVvoMyUZV4	\"Solution Focused Retrospectives\" with Carsten Lützen	solution-focused,retrospective,agile-coaching,scrum,facilitation,team-dynamics,amplify	Retro Format	videos/carsten-lutzen/CL_365_solution-focused-retrospectives-with-carsten-lützen.md
7t7DaFN6zPs	\"Solution Focused Stand-ups\" with Carsten Lützen	daily-standup,solution-focused,scrum,stand-up-questions,user-centricity,team-trust,impediments	Agile & Product	videos/carsten-lutzen/CL_366_solution-focused-stand-ups-with-carsten-lützen.md
yezwPyFiGN8	Coaching with Carsten Lützen	coaching,agile-coaching,icf,coaching-definition,scrum-master,coachee,facilitation	Concept	videos/carsten-lutzen/CL_367_coaching-with-carsten-lützen.md
MZGR3JDiJjU	\"Agile\" with Carsten Lützen	agile,definition,alignment,language,mental-model,agile-coaching,shared-understanding	Concept	videos/carsten-lutzen/CL_368_agile-with-carsten-lützen.md
Av-TNnHa3ak	Noise Makers" with Carsten Lützen	noise-maker,attention-signal,facilitation-tool,plenum,discussion-closure,bell,prayer-bowl	Facilitator Craft	videos/carsten-lutzen/CL_369_noise-makers-with-carsten-lützen.md
7Esc_9NHfDM	Headlines on Flipcharts" with Carsten Lützen	flipchart,visual-facilitation,headlines,markers,drawing,workshop-materials,analog-tools	Facilitator Craft	videos/carsten-lutzen/CL_370_headlines-on-flipcharts-with-carsten-lützen.md
QEphcUSU644	\"Conflict Staircase\" with Carsten Lützen	conflict,conflict-escalation,conflict-staircase,de-escalation,team-dynamics,coaching,solution-focused-coaching	Concept	videos/carsten-lutzen/CL_371_conflict-staircase-with-carsten-lützen.md
5b9nuuv4ALk	\"Purpose to Practice\" with Carsten Lützen	purpose-to-practice,liberating-structures,initiative-kickoff,alignment,team-setup,project-start,facilitation	Facilitation Method	videos/carsten-lutzen/CL_372_purpose-to-practice-with-carsten-lützen.md
bkmX0WisUDg	\"Cynefin Exercise\" with Carsten Lützen	cynefin,cynefin-framework,complexity,facilitation,workshop-exercise,physical-activity,group-exercise	Facilitation Method	videos/carsten-lutzen/CL_373_cynefin-exercise-with-carsten-lützen.md
FiidVI8GIh8	\"Scaling Questions\" with Carsten Lützen	scaling-questions,solution-focused,coaching,retrospective,oskar-model,solution-surfers,silent-exercise	Coaching Technique	videos/carsten-lutzen/CL_374_scaling-questions-with-carsten-lützen.md
oxnXgXVMJGE	Online Treasure Hunt" with Carsten Lützen	online,remote,energizer,treasure-hunt,team-building,icebreaker,virtual	Energizer	videos/carsten-lutzen/CL_375_online-treasure-hunt-with-carsten-lützen.md
PfleBpuSeU0	Liberating Structures with Carsten Lützen	liberating-structures,facilitation,workshop-design,toolbox,1-2-4-all,mad-tea-party,strings	Concept	videos/carsten-lutzen/CL_376_liberating-structures-with-carsten-lützen.md
mwIY2ceNIqQ	\"Pair Programming Board\" with Carsten Lützen	pair-programming,visualization,transparency,agile,scrum,team-board,matrix	Agile & Product	videos/carsten-lutzen/CL_377_pair-programming-board-with-carsten-lützen.md
aaELoO2twpo	Achievement Posters with Carsten Lützen	achievement-posters,retrospective,positive-energy,celebration,team-success,sprint-review,team-dynamics	Retro Format	videos/carsten-lutzen/CL_378_achievement-posters-with-carsten-lützen.md
jcAJuI-nIdw	Appreciative Postcards" with Carsten Lützen	appreciative-postcards,appreciation,positive-feedback,retrospective,closing-activity,team-dynamics,sprint	Retro Format	videos/carsten-lutzen/CL_379_appreciative-postcards-with-carsten-lützen.md
mzRYACuBYXc	\"Facilitation of Impediment Removal\" with Carsten Lützen	impediment-removal,scrum-master,agile-coach,facilitation,team-empowerment,inside-out,outside-in	Agile & Product	videos/carsten-lutzen/CL_380_facilitation-of-impediment-removal-with-carsten-lützen.md
FilRStMP4Dw	Pillars of Scrum with Carsten Lützen	scrum,empiricism,transparency,inspection,adaptation,scrum-pillars,agile	Concept	videos/carsten-lutzen/CL_381_pillars-of-scrum-with-carsten-lützen.md
NckjX9NDxJ8	\"Unknown Knows\" with Carsten Lützen	known-unknowns,unknown-knowns,johari-window,risk-management,mental-model,knowledge-gaps,product-discovery	Concept	videos/carsten-lutzen/CL_382_unknown-knows-with-carsten-lützen.md
IJc7TpxopBQ	Solution Focused Questions with Carsten Lützen	solution-focused,coaching-questions,agile-coaching,scrum-master,retrospective,backtracking,outcome-focus	Coaching Technique	videos/carsten-lutzen/CL_383_solution-focused-questions-with-carsten-lützen.md
wwE5BL4BIJQ	\"What's Better\" with Carsten Lützen	solution-focused,whats-better,retrospective,coaching,check-in,positive-psychology,1-2-4-all	Coaching Technique	videos/carsten-lutzen/CL_384_whats-better-with-carsten-lützen.md
CX_DRsA61O8	If you were me... with Carsten Lützen	coaching,solution-focused-coaching,systemic-coaching,powerful-questions,coachee,conversation-steering,meta-level	Coaching Technique	videos/carsten-lutzen/CL_385_if-you-were-me-with-carsten-lützen.md
cMzmzNjaTho	Servant Leadership with Carsten Lützen	servant-leadership,agile-coaching,scrum-master,leadership,ego,enabling,team-performance	Concept	videos/carsten-lutzen/CL_386_servant-leadership-with-carsten-lützen.md
g7fnfe8AK7c	Breaking to Build with Carsten Lützen	local-optimum,team-transformation,tuckman-model,high-performing-teams,ways-of-working,working-agreements,developer-empathy	Agile & Product	videos/carsten-lutzen/CL_387_breaking-to-build-with-carsten-lützen.md
X-Iq_0wGhcE	Changing Vocabulary with Carsten Lützen	vocabulary,agile,scrum,sprint,iteration,incremental,language	Concept	videos/carsten-lutzen/CL_388_changing-vocabulary-with-carsten-lützen.md
fx6CGBNHfnM	The Bungie Product Owner with Carsten Lützen	product-owner,bungie-po,anti-pattern,scrum,sprint,availability,product-vision	Agile & Product	videos/carsten-lutzen/CL_389_the-bungie-product-owner-with-carsten-lützen.md
1-Vfz2RQZ_Q	Prototypes with Carsten Lützen	prototyping,paper-prototype,wizard-of-oz,lean-validation,product-development,user-testing,feasibility	Agile & Product	videos/carsten-lutzen/CL_390_prototypes-with-carsten-lützen.md
iBQqUlWQ24c	\"What? So What? Now What?\" with Carsten Lützen	what-so-what-now-what,liberating-structures,debrief,reflection,1-2-4-all,workshop-design,facilitation	Facilitation Method	videos/carsten-lutzen/CL_391_what-so-what-now-what-with-carsten-lützen.md
B4nDrD2HOcs	Retro Scale with Carsten Lützen	retrospective,scaling,oskar-model,solution-focused,team-assessment,15-percent-solutions,post-it	Retro Format	videos/carsten-lutzen/CL_392_retro-scale-with-carsten-lützen.md
V7lzRg4HbOA	Panarchy with Carsten Lützen	panarchy,ecocycle,liberating-structures,systems-thinking,multi-level,workshop-design,team-dynamics	Facilitation Method	videos/carsten-lutzen/CL_393_panarchy-with-carsten-lützen.md
3-r8BDmlUQ8	Customer Letter with Carsten Lützen	customer-letter,product-vision,marty-cagan,inspired,vision-alignment,stakeholder-alignment,product-management	Agile & Product	videos/carsten-lutzen/CL_394_customer-letter-with-carsten-lützen.md
G7HsIbGsaZk	Appreciative Interviews with Carsten Lützen	appreciative-interviews,liberating-structures,1-2-4-all,strengths-based,facilitation,workshop-design,success-stories	Facilitation Method	videos/carsten-lutzen/CL_395_appreciative-interviews-with-carsten-lützen.md
9ONdebXryd8	Stickies Fatigue with Carsten Lützen	stickies-fatigue,retrospective,post-its,walk-and-talk,chaos-cocktail-party,treasure-map,sea-map	Retro Format	videos/carsten-lutzen/CL_396_stickies-fatigue-with-carsten-lützen.md
tia3DsCFGT0	Troika Consulting with Carsten Lützen	troika-consulting,liberating-structures,peer-consulting,problem-solving,feedback,triads,workshop	Facilitation Method	videos/carsten-lutzen/CL_397_troika-consulting-with-carsten-lützen.md
qgDnAH2VDRM	Retrospective Outcomes with Carsten Lützen	retrospective,outcomes,action-items,smart-goals,visual-management,standup,continuous-improvement	Agile & Product	videos/carsten-lutzen/CL_398_retrospective-outcomes-with-carsten-lützen.md
cd-2fXHA1aU	Fun with Carsten Lützen	fun,team-values,psychological-safety,team-dynamics,hygge,motivation,authenticity	Concept	videos/carsten-lutzen/CL_399_fun-with-carsten-lützen.md
0sJyaBWtJdw	Minimum Viable Process with Carsten Lützen	minimum-viable-process,agile,scrum,sprint-goal,retrospective,new-team,onboarding	Agile & Product	videos/carsten-lutzen/CL_400_minimum-viable-process-with-carsten-lützen.md
9-t2KC3dUEo	15 % Solutions with Carsten Lützen	15-percent-solutions,liberating-structures,solution-focused,action-planning,problem-solving,agile-coaching,workshop-design	Facilitation Method	videos/carsten-lutzen/CL_401_15-solutions-with-carsten-lützen.md
_6cCfzPmQuw	Crowdsourcing with Carsten Lützen	crowdsourcing,25-10-crowdsourcing,liberating-structures,ideation,prioritization,anonymous-voting,index-cards	Facilitation Method	videos/carsten-lutzen/CL_402_crowdsourcing-with-carsten-lützen.md
85QNvpuoAvM	Flipchart Tips with Carsten Lützen	flipchart,visual-facilitation,workshop-design,room-setup,facilitation-tools,preparation,powerpoint-alternative	Facilitator Craft	videos/carsten-lutzen/CL_403_flipchart-tips-with-carsten-lützen.md
ia9O6de_tbU	Agile Principles with Carsten Lützen	agile-manifesto,agile-principles,retrospective,ranking-exercise,flipchart,scrum,team-values	Retro Format	videos/carsten-lutzen/CL_404_agile-principles-with-carsten-lützen.md
DOLyehX5Hyw	\"Gamestorm\" Goal Setting with Carsten Lützen	gamestorm,goal-setting,long-term-goals,gamification,dreamers-killers,treasure-map,liberating-structures	Facilitation Method	videos/carsten-lutzen/CL_405_gamestorm-goal-setting-with-carsten-lützen.md
Jv6nepERSTA	4L with Carsten Lützen	4l,retrospective,evaluation,feedback,liked,lacked,longed-for	Retro Format	videos/carsten-lutzen/CL_406_4l-with-carsten-lützen.md
zzQfRklEbQk	Conversation Cafe with Carsten Lützen	conversation-cafe,liberating-structures,talking-stick,structured-dialogue,facilitation,inclusion,group-discussion	Facilitation Method	videos/carsten-lutzen/CL_407_conversation-cafe-with-carsten-lützen.md
SABmj6qglO0	You & Me with Carsten Lützen	retrospective,closing-exercise,appreciation,personal-commitment,thank-you,team-feedback,retromat	Retro Format	videos/carsten-lutzen/CL_408_you-me-with-carsten-lützen.md
ZYKrlwFJwRM	Build Your Own Scrum Master with Carsten Lützen	scrum-master,team-onboarding,expectations,role-clarity,retrospective,workshop,new-team-member	Facilitation Method	videos/carsten-lutzen/CL_409_build-your-own-scrum-master-with-carsten-lützen.md
yGyxmhb1Y74	Ecocyle Planning with Carsten Lützen	ecocycle-planning,liberating-structures,team-reflection,time-allocation,creative-destruction,rigidity-trap,poverty-trap	Facilitation Method	videos/carsten-lutzen/CL_410_ecocyle-planning-with-carsten-lützen.md
Bqcifo0GwtQ	Mad Tea Party with Carsten Lützen	mad-tea-party,icebreaker,liberating-structures,large-group,inner-outer-circle,paired-conversation,energizer	Energizer	videos/carsten-lutzen/CL_411_mad-tea-party-with-carsten-lützen.md
lWOXmuDI0Ok	Focus on Outcomes with Carsten Lützen	outcomes,solution-focused,coaching,impediment-removal,backtracking,conflict-resolution,agile-coaching	Concept	videos/carsten-lutzen/CL_412_focus-on-outcomes-with-carsten-lützen.md
iv-J3mMlCkM	10 Years Ago with Carsten Lützen	icebreaker,retrospective,time-travel,introductions,team-dynamics,energizer,pair-work	Energizer	videos/carsten-lutzen/CL_413_10-years-ago-with-carsten-lützen.md
SVuIugNXN6c	The Retro Wheel with Carsten Lützen	retrospective,starfish,retro-wheel,appreciations,feedback,liberating-structures,1-2-4-all	Retro Format	videos/carsten-lutzen/CL_414_the-retro-wheel-with-carsten-lützen.md
v3Vdx8QOaOA	1-2-4-All with Carsten Lützen	1-2-4-all,liberating-structures,facilitation,retrospective,inclusion,diverge-converge,idea-generation	Facilitation Method	videos/carsten-lutzen/CL_415_1-2-4-all-with-carsten-lützen.md
pTsVqIYQ4G0	One thing I would like from with Carsten Lützen	retrospective,one-question-retro,dot-voting,post-its,facilitation,team-feedback,process-improvement	Retro Format	videos/carsten-lutzen/CL_416_one-thing-i-would-like-from-with-carsten-lützen.md
mkBp6vJLqZg	Shu-Ha-Ri with Carsten Lützen	shu-ha-ri,learning-model,mastery,scrum,agile,skill-development,martial-arts-concept	Concept	videos/carsten-lutzen/CL_417_shu-ha-ri-with-carsten-lützen.md
J2b-a-oHDtI	Mix & Match with Carsten Lützen	agile-transformation,framework-selection,scrum,safe,less,scrum-at-scale,de-scaling	Concept	videos/carsten-lutzen/CL_418_mix-match-with-carsten-lützen.md
OPhyNC8dAIo	Tuckman-Edison with Carsten Lützen	tuckman,tuckman-edison,team-dynamics,team-development,forming-storming-norming-performing,high-performance-teams,stable-teams	Concept	videos/carsten-lutzen/CL_419_tuckman-edison-with-carsten-lützen.md
44EWhGX8X4s	My work exists in order to with Carsten Lützen	liberating-structures,purpose,work-purpose,self-reflection,agile-coaching,scrum-master,team-happiness	Personal	videos/carsten-lutzen/CL_420_my-work-exists-in-order-to-with-carsten-lützen.md
v0JygY1k7kA	3O's with Carsten Lützen	one-on-one,scrum-master,agile-coaching,team-dynamics,psychological-safety,coaching,individual-development	Coaching Technique	videos/carsten-lutzen/CL_421_3os-with-carsten-lützen.md
x9KNIZFNDgo	Space with Carsten Lützen	room-setup,venue-selection,workshop-design,physical-space,facilitation-preparation,layout,retrospective	Facilitator Craft	videos/carsten-lutzen/CL_422_space-with-carsten-lützen.md
DG5x87KdFyI	Retro Planning with Carsten Lützen	retrospective,retrospective-planning,scrum-master,agile-coaching,exercise-selection,observation,team-dynamics	Facilitator Craft	videos/carsten-lutzen/CL_423_retro-planning-with-carsten-lützen.md
PS5FQRelhEI	Undercover Boss with Carsten Lützen	retrospective,outside-in,perspective-taking,retromat,team-reflection,undercover-boss,focus-of-control	Retro Format	videos/carsten-lutzen/CL_424_undercover-boss-with-carsten-lützen.md
nGc583QJPWs	Eye Contact with Carsten Lützen	icebreaker,energizer,eye-contact,seating-pattern,retrospective,circle,nonverbal	Energizer	videos/carsten-lutzen/CL_425_eye-contact-with-carsten-lützen.md
AQN-IndFqRs	Chaos Cocktail Party with Carsten Lützen	chaos-cocktail-party,retrospective,impediments,dot-voting-alternative,prioritization,mingling,energy	Retro Format	videos/carsten-lutzen/CL_426_chaos-cocktail-party-with-carsten-lützen.md
ZxtVqNfezYc	Userstory Mapping with Carsten Lützen	user-story-mapping,product-backlog,mvp,release-planning,brainstorming,user-personas,sprint-planning	Agile & Product	videos/carsten-lutzen/CL_427_userstory-mapping-with-carsten-lützen.md
njKYbmIIt0Y	Backlog Alignment with Carsten Lützen	backlog-refinement,backlog-alignment,product-backlog,scrum,story-mapping,physical-facilitation,prioritization	Agile & Product	videos/carsten-lutzen/CL_428_backlog-alignment-with-carsten-lützen.md
IK1c7SPzDsU	Definition of Ready with Carsten Lützen	definition-of-ready,definition-of-done,working-agreements,scrum,backlog-refinement,acceptance-criteria,sprint-planning	Agile & Product	videos/carsten-lutzen/CL_429_definition-of-ready-with-carsten-lützen.md
gAs1quOGDfU	Figures with Carsten Lützen	visual-facilitation,flipchart,drawing,figures,stick-figures,star-people,groups	Facilitator Craft	videos/carsten-lutzen/CL_430_figures-with-carsten-lützen.md
oLNVuJgWJyw	Parking Lot with Carsten Lützen	parking-lot,facilitation,workshop-management,flipchart,off-topic,meeting-facilitation,reusable-template	Facilitation Method	videos/carsten-lutzen/CL_431_parking-lot-with-carsten-lützen.md
tArotYEzCfs	Law of Two Feet with Carsten Lützen	law-of-two-feet,open-space,unconference,ground-rules,self-organization,facilitation,workshop-design	Facilitation Method	videos/carsten-lutzen/CL_432_law-of-two-feet-with-carsten-lützen.md
xU7h94UakQ8	What's In It For Me with Carsten Lützen	whats-in-it-for-me,expectation-alignment,flipchart,post-its,workshop-opener,facilitation,bingo-rule	Facilitation Method	videos/carsten-lutzen/CL_433_whats-in-it-for-me-with-carsten-lützen.md
HYLgewB1Dkc	Tips for Retrospectives with Carsten Lützen	retrospective,post-its,clustering,bingo,perspective-taking,starfish,learning-matrix	Retro Format	videos/carsten-lutzen/CL_434_tips-for-retrospectives-with-carsten-lützen.md
fgIxO1p6lko	Expectations with Carsten Lützen	expectations,team-alignment,retrospective,icebreaker,peer-feedback,team-contract,scrum-master	Facilitation Method	videos/carsten-lutzen/CL_435_expectations-with-carsten-lützen.md
dO4iu-5krrs	Session Rules with Carsten Lützen	session-rules,psychological-safety,vegas-rule,retrospective,workshop-design,stage-setting,trust	Facilitator Craft	videos/carsten-lutzen/CL_436_session-rules-with-carsten-lützen.md
EBdd798Bt_A	Charts with Carsten Lützen	burn-down-chart,burn-up-chart,sprint-tracking,progress-visualization,scrum,release-planning,metrics	Agile & Product	videos/carsten-lutzen/CL_437_charts-with-carsten-lützen.md
nLjHxiF5MNo	Drawing a Wishlist with Carsten Lützen	visual-facilitation,flip-chart,drawing,wishlist,retrospective,working-agreements,template	Facilitator Craft	videos/carsten-lutzen/CL_438_drawing-a-wishlist-with-carsten-lützen.md
qJbhtRSXmNo	Drawing with Carsten Lützen	visual-facilitation,flipchart,drawing,markers,workshop-design,facilitation-tools,figures	Facilitator Craft	videos/carsten-lutzen/CL_439_drawing-with-carsten-lützen.md
IaW-g5KLX6M	Backlogs with Carsten Lützen	product-backlog,sprint-backlog,sprint-planning,scrum,backlog-management,development-team,product-owner	Agile & Product	videos/carsten-lutzen/CL_440_backlogs-with-carsten-lützen.md
bAZRm9SIoyc	The Miracle Questions with Carsten Lützen	miracle-question,solution-focused-coaching,coaching-questions,1-on-1-coaching,silence,backtracking,problem-solving	Coaching Technique	videos/carsten-lutzen/CL_441_the-miracle-questions-with-carsten-lützen.md
GO0Myc_xQ70	Houston Matrix with Carsten Lützen	houston-matrix,complexity,uncertainty,project-classification,agile-adoption,context-adaptive-agility,todd-little	Concept	videos/carsten-lutzen/CL_442_houston-matrix-with-carsten-lützen.md
a43FVfWYY28	Backlog Items with Carsten Lützen	backlog,user-stories,tasks,spikes,bugs,product-owner,scrum	Agile & Product	videos/carsten-lutzen/CL_443_backlog-items-with-carsten-lützen.md
exjJdiLS8W0	Line of Accountability with Carsten Lützen	accountability,above-the-line,below-the-line,blame-game,ownership,agile-coaching,team-behavior	Concept	videos/carsten-lutzen/CL_444_line-of-accountability-with-carsten-lützen.md
4VGRQxnc_DA	Pyramid of Results with Carsten Lützen	pyramid-of-results,team-culture,beliefs,experiences,culture-change,agile-coaching,change-management	Concept	videos/carsten-lutzen/CL_445_pyramid-of-results-with-carsten-lützen.md
LJ0xBE4YKds	Virtues of a Scrum Master with Carsten Lützen	scrum-master,kanban,transparency,scientific-method,hypothesis,continuous-improvement,agile-coaching	Agile & Product	videos/carsten-lutzen/CL_446_virtues-of-a-scrum-master-with-carsten-lützen.md
Tdg6MyDUmwo	Daily Scrum with Carsten Lützen	daily-scrum,daily-standup,scrum,sprint-goal,facilitation,synchronization,timeboxing	Agile & Product	videos/carsten-lutzen/CL_447_daily-scrum-with-carsten-lützen.md
hl1v-gDXeEc	Positive Retrospective with Carsten Lützen	retrospective,keep-try,solution-focused,positive-feedback,team-dynamics,appreciation,alistair-cockburn	Retro Format	videos/carsten-lutzen/CL_448_positive-retrospective-with-carsten-lützen.md
fRG4PVFVVsM	OSKAR with Carsten Lützen	oskar,solution-focused-coaching,coaching-model,scaling,1-on-1-coaching,know-how,action-planning	Coaching Technique	videos/carsten-lutzen/CL_449_oskar-with-carsten-lützen.md
